EVENT_ID,CATEGORY,DISTRICT,TITLE,START_DATE,END_DATE,PLACE,LATITUDE,LONGITUDE,ORGANIZATION,SUBJECT,IS_FREE,URL,REGISTERED
155637,연극,동대문구,2025 서울경기 어린이연극잔치,2025-10-25,2025-10-25,서울휘경초등학교,127.057916891964,37.5856754144498,기타,시민,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155637&menuNo=200008,2025-10-21
155597,교육/체험,종로구,[서울도서관] 2025 움직이는 서울형책방 9회 : 과학책방 갈다,2025-10-25,2025-10-25,광화문 라운지 (광화문역 9번출구),126.976787992565,37.5716228232824,서울도서관,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155597&menuNo=200011,2025-10-17
155443,축제-시민화합,마포구,[마포문화재단] 별★걸 다 파는 주민 아트 마켓 [2025 궁금한 시장],2025-10-25,2025-10-25,마포아트센터 앞 광장,126.945533810385,37.5499060881738,마포문화재단,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155443&menuNo=200010,2025-10-02
155505,기타,영등포구,[영등포아트스퀘어] 10월 문화가 있는 날 공연 [조선 마술패],2025-10-25,2025-10-25,영등포아트스퀘어 스퀘어T,126.903715993779,37.5172332566615,영등포구청,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155505&menuNo=200013,2025-10-14
155600,클래식,서초구,[서초문화재단] 서리풀 고음악 시리즈 [쿠프랭과 르클레어 : 프랑스의 천재 작곡가들],2025-10-25,2025-10-25,심산기념문화센터 2층 반포심산아트홀,126.9912424758,37.4988344628,서초문화재단,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155600&menuNo=200008,2025-10-17
155412,국악,강북구,[꿈의숲아트센터] 이희문프로젝트 [오방신과 - 스팽글],2025-10-25,2025-10-25,꿈의숲 퍼포먼스홀,127.044324732036,37.6202544613023,세종문화회관,기관,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155412&menuNo=200008,2025-09-30
155109,축제-문화/예술,성동구,[성동문화재단] 2025 태조 이성계 축제,2025-10-25,2025-10-25,"살곶이 체육공원 축구장, 성동문화광장(사냥행차 출발지)",127.048618251308,37.5538739335068,성동문화재단,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155109&menuNo=200010,2025-09-08
155555,전시/미술,중구,김연임&크리스 로 [느리게 말하기 Slow Talking],2025-10-24,2025-11-29,갤러리 마프,126.996562057598,37.5595492748546,기타,시민,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155555&menuNo=200009,2025-10-15
155546,교육/체험,종로구,[서울역사박물관] 2025 서울반세기종합전 [미증유의 대홍수] 연계 교육,2025-10-24,2025-11-01,서울역사박물관 1학습실,126.97052372473162,37.570507525011855,서울역사박물관,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155546&menuNo=200011,2025-10-15
155489,교육/체험,강동구,2025 전통문화사회교육과정 지역공헌 프로그램 [전통매듭 가족키링 만들기],2025-10-24,2025-10-31,서울시민대학 동남권캠퍼스 3층 전통문화교육원 강의실1,127.16967893433,37.5574405229047,기타,기관,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155489&menuNo=200011,2025-10-13
